ticker, insider_name                    , relationship                   , transaction_date, transaction_type, price  , shares , value       , shares_total , sec_form4                                                                                                                 , market_close_at_trade, high_plus_7d         , low_plus_7d         , max_gain_7d          , max_drawdown_7d      , high_plus_14d     , low_plus_14d      , max_gain_14d       , max_drawdown_14d   , high_plus_30d     , low_plus_30d      , max_gain_30d      , max_drawdown_30d     , high_minus_7d        , low_minus_7d        , high_minus_15d       , low_minus_15d       , tags                                                                                                                                                                                               , ownership_pct
XAIR  , Lisi Steven A.                  , CEO and Chairman of the Board  , 2025-07-21      , Buy             ,    3.25,    6000, "19,491"    , "3,327,411"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1641631/000164117225020696/xslF345X05/ownership.xml             ,    3.319999933242798 ,    3.641000032424927 ,   2.900000095367432 , 12.0307702284593     , -10.769227834848245  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.697999954223633 ,   2.900000095367432 ,    4.300000190734863 ,   2.900000095367432 , "['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +10% [7d]', '📉 DIP -10% [7d]']"                                                , 0.001313
SHEN  , "ECP Fiber Holdings GP, LLC"    , 10% Owner                      , 2025-07-21      , Buy             ,   15.02,   16467, "247,364"   , "2,939,977"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020703/xslF345X05/ownership.xml              ,   15.149999618530272 ,   15.8100004196167   ,  14.920000076293944 , 5.259656588659785    , -0.6657784534357926  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.3100004196167   ,   15.84000015258789  ,  14.289999961853027 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.0003
PETS  , NINA CAPITAL HOLDINGS INC.      , 10% Owner                      , 2025-07-21      , Buy             ,    3.5 ,   25000, "87,425"    , "2,575,000"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1040130/000121390025066628/xslF345X05/ownership.xml             ,    3.4100000858306885,    4.099999904632568 ,   3.380000114440918 , 17.14285441807338    , -3.428568158830915   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.3499999046325684,   3.0               ,    3.5               ,   3.0               , "['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📈 ABOVE CLOSE', '🚀 SPIKE +10% [7d]']"                                                              , 0.001192
SHEN  , "ECP ControlCo, LLC"            , 10% Owner                      , 2025-07-21      , Buy             ,   15.02,   16467, "247,364"   , "2,939,977"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020704/xslF345X05/ownership.xml              ,   15.149999618530272 ,   15.8100004196167   ,  14.920000076293944 , 5.259656588659785    , -0.6657784534357926  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.3100004196167   ,   15.84000015258789  ,  14.289999961853027 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.0003
PLBC  , Foster Michael Kevin            , Director                       , 2025-07-21      , Buy             ,   42.56,     749, "31,879"    , "2,330"      , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1168455/000143774925023125/xslF345X05/rdgdoc.xml                ,   42.77000045776367  ,   43.77999877929688  ,  41.59999847412109  , 2.8665384851900373   , -2.2556426829861738  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   46.61000061035156  ,  41.79999923706055  ,   47.720001220703125 ,  41.79999923706055  , "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP']"                                                                                                                                                , 0.000109
KYN   , Baker James C                   , President                      , 2025-07-21      , Buy             ,   12.31,   25000, "307,750"   , "811,040"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1293613/000163839725000023/xslF345X05/primary_doc.xml           ,   12.31999969482422  ,   12.289999961853027 ,  12.130000114440918 , -0.16246984684787288 , -1.4622249029982333  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   12.56999969482422  ,  12.25              ,   12.56999969482422  ,  12.25              , "['🎖️ President', '🟢 SMALL TRADE', '🌿 MID CAP']"                                                                                                                                                 , 0.000149
CTAS  , MUCCI MARTIN                    , Director                       , 2025-07-21      , Buy             ,  222.55,    1200, "267,060"   , "2,621"      , https://finviz.com/http://www.sec.gov/Archives/edgar/data/723254/000089225125000078/xslF345X05/form4.xml                  ,  221.32000732421875  ,  224.58999633789065  , 218.1000061035156   , 0.9166462987601176   , -1.9995479202356388  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,  225.6199951171875   , 209.5               ,  225.6199951171875   , 209.5               , "['📋 Director', '🌳 LARGE CAP']"                                                                                                                                                                  , 3e-06
UNOV  , Saumat Giorgio R.               , CEO                            , 2025-07-21      , Buy             ,    0.2 ,  100000, "20,000"    , "122,880,127", https://finviz.com/http://www.sec.gov/Archives/edgar/data/1538495/000164117225020416/xslF345X05/ownership.xml             ,   36.38999938964844  ,   36.68000030517578  ,  36.34999847412109  , 18240.000152587887   , 18074.99923706054    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   36.40999984741211  ,  36.150001525878906 ,   36.40999984741211  ,  36.060001373291016 , "['👑 CEO', '❓ UNKNOWN SIZE', '❓ UNKNOWN SIZE', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                                                                           , 
DLPN  , O'Dowd William IV               , Chief Executive Officer        , 2025-07-21      , Buy             ,    1.19,    4150, "4,943"     , "252,129"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1282224/000107997325001168/xslF345X05/ownership.xml             ,    1.2000000476837158,    1.4500000476837158,   1.1799999475479126, 21.84874350283327    , -0.8403405421922142  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.2899999618530271,   1.159999966621399 ,    1.3899999856948853,   1.159999966621399 , "['👑 CEO', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🚀 SPIKE +20% [7d]']"                                                                                                                               , 0.000345
CALC  , Leheny A. Rachel                , CHIEF EXECUTIVE OFFICER        , 2025-07-21      , Buy             ,    3.4 ,    1000, "3,400"     , "3,500"      , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1484729/000141588925020052/xslF345X05/form4-07212025_060739.xml ,    3.490000009536743 ,    4.260000228881836 ,   3.2709999084472656, 25.29412437887753    , -3.7941203397863026  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.200000047683716 ,   2.0               ,    3.200000047683716 ,   1.5850000381469729, "['👑 CEO', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                                                      , 6.4e-05
GALT  , ELDRED KARY                     , Director                       , 2025-07-21      , Buy             ,    2.92,    1000, "2,925"     , "64,682"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1133416/000113341625000035/xslF345X05/form4.xml                 ,    2.740000009536743 ,    3.180000066757202 ,   2.539999961853028 , 8.904111875246652    , -13.013699936540144  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.180000066757202 ,   2.509999990463257 ,    3.180000066757202 ,   2.069999933242798 , "['📋 Director', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH', '📈 ABOVE CLOSE', '🚀 SPIKE +5% [7d]', '📉 DIP -10% [7d]']"                                                                            , 1.5e-05
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-21      , Buy             ,    2.65,     774, "2,051"     , "314,886"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023174/xslF345X05/rdgdoc.xml                 ,    2.640000104904175 ,    2.650000095367432 ,   2.549999952316284 , 3.598771025416304e-06, -3.7735867050458767  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🟢 SMALL TRADE', '🐣 MICRO CAP']"                                                                                                                                               , 0.000112
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-21      , Buy             ,    2.65,     356, 943         , "96,410"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023174/xslF345X05/rdgdoc.xml                 ,    2.640000104904175 ,    2.650000095367432 ,   2.549999952316284 , 3.598771025416304e-06, -3.7735867050458767  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🐣 MICRO CAP']"                                                                                                                                                                 , 5.2e-05
ASAN  , Moskovitz Dustin A.             , Director                       , 2025-07-21      , Buy             ,   14.91,  225000, "3,354,975" , "53,955,999" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000158/xslF345X05/wk-form4_1753307038.xml   ,   14.81999969482422  ,   15.3100004196167   ,  14.699999809265137 , 2.6827660604741723   , -1.4084519834665554  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.020000457763672 ,  13.69499969482422  ,   15.020000457763672 ,  13.69499969482422  , "['📋 Director', '🟢 SMALL TRADE', '🌿 MID CAP']"                                                                                                                                                  , 0.000957
STRW  , Gubin Moishe                    , CEO                            , 2025-07-21      , Buy             ,   10.48,    1000, "10,480"    , "823,448"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550934/000164117225020487/xslF345X05/ownership.xml             ,   10.449999809265137 ,   10.850000381469728 ,  10.289999961853027 , 3.530537991123358    , -1.8129774632344757  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   10.539999961853027 ,  10.104000091552734 ,   10.539999961853027 ,   9.869999885559082 , "['👑 CEO', '🌱 SMALL CAP']"                                                                                                                                                                       , 1.8e-05
SHEN  , "ECP ControlCo, LLC"            , 10% Owner                      , 2025-07-18      , Buy             ,   14.83,   20004, "296,709"   , "2,923,510"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020421/xslF345X05/ownership.xml              ,   14.729999542236328 ,   15.8100004196167   ,  14.84000015258789  , 6.608229397280507    , 0.06743191225819659  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.3100004196167   ,   15.84000015258789  ,  14.289999961853027 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.000359
ASAN  , Moskovitz Dustin A.             , "President, CEO, & Chair"      , 2025-07-18      , Buy             ,   14.82,  225000, "3,334,568" , "53,730,999" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000154/xslF345X05/wk-form4_1753141220.xml   ,   15.010000228881836 ,   15.3100004196167   ,  14.699999809265137 , 3.3063456114487106   , -0.8097178862001589  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   14.479999542236328 ,  13.69499969482422  ,   14.949999809265137 ,  13.614999771118164 , "['👑 CEO', '🟢 SMALL TRADE', '🌿 MID CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE']"                                                                                            , 0.000951
FSCO  , Bethel Keith                    , Director                       , 2025-07-18      , Buy             ,    7.25,    2500, "18,112"    , "17,500"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1568194/000110465925069311/xslF345X05/tm2521326-1_4seq1.xml     ,    7.179999828338623 ,    7.570000171661377 ,   7.199999809265137 , 4.413795471191406    , -0.6896578032394935  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    7.269999980926514 ,   7.179999828338623 ,    7.340000152587891 ,   7.179999828338623 , "['📋 Director', '🌱 SMALL CAP']"                                                                                                                                                                  , 1.2e-05
ANIX  , Baskies Arnold M                , Director                       , 2025-07-18      , Buy             ,    3.39,    5000, "16,950"    , "125,000"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/715446/000164117225020362/xslF345X05/ownership.xml              ,    3.440000057220459 ,    3.5               ,   3.2100000381469727, 3.244837758112091    , -5.3097333879949105  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.390000104904175 ,   3.069999933242798 ,    3.390000104904175 ,   3.069999933242798 , "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '📉 DIP -5% [7d]']"                                                                  , 0.00016
SHEN  , "ECP Fiber Holdings GP, LLC"    , 10% Owner                      , 2025-07-18      , Buy             ,   14.83,   20004, "296,709"   , "2,923,510"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020422/xslF345X05/ownership.xml              ,   14.729999542236328 ,   15.8100004196167   ,  14.84000015258789  , 6.608229397280507    , 0.06743191225819659  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.3100004196167   ,   15.84000015258789  ,  14.289999961853027 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.000359
RFMZ  , O'Neill Stephen Andrew          , Portfolio Manager              , 2025-07-18      , Buy             ,   12.57,    5000, "62,848"    , "30,000"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1662140/000139834425013436/xslF345X05/fp0094593-1_4.xml         ,   12.579999923706056 ,   12.640000343322754 ,  12.399999618530272 , 0.5568841950895276   , -1.3524294468554385  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   12.79699993133545  ,  12.56999969482422  ,   12.84000015258789  ,  12.56999969482422  , "['📊 Portfolio Manager', '🟢 SMALL TRADE', '🌱 SMALL CAP']"                                                                                                                                       , 0.000206
GF    , "Saba Capital Management, L.P." , 10% Owner                      , 2025-07-18      , Buy             ,   12.01,    9796, "117,650"   , "1,948,185"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/858706/000151028125000392/xslF345X05/primary_doc.xml            ,   12.010000228881836 ,   12.289999961853027 ,  11.899999618530272 , 2.3313901902833267   , -0.9159065900893265  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   12.380000114440918 ,  11.880000114440918 ,   12.470000267028809 ,  11.869999885559082 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🐣 MICRO CAP']"                                                                                                                                               , 0.000605
BRCC  , Welling Glenn W.                , Director                       , 2025-07-18      , Buy             ,    1.25,  400000, "500,000"   , "13,935,560" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1559771/000092189525002015/xslF345X05/form409455048_07222025.xml,    1.6299999952316284,    2.0899999141693115,   1.659999966621399 , 67.19999313354492    , 32.799997329711914   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.934999942779541 ,   1.409999966621399 ,    1.934999942779541 ,   1.409999966621399 , "['📋 Director', '💰 LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                               , 0.002165
PETS  , Silvercape Investments Ltd      , 10% Owner                      , 2025-07-18      , Buy             ,    3.23,   17565, "56,735"    , "2,360,496"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1040130/000190359625000348/xslF345X05/ownership.xml             ,    3.309999942779541 ,    4.099999904632568 ,   3.299999952316284 , 26.934981567571775   , 2.1671811862626686   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.400000095367432 ,   3.0               ,    3.5               ,   3.0               , "['🔟 10% Owner', '🟢 SMALL TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                              , 0.000774
CDXS  , Opaleye Management Inc.         , 10% Owner                      , 2025-07-18      , Buy             ,    2.82,  100000, "282,000"   , "12,450,000" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1200375/000164117225020566/xslF345X05/ownership.xml             ,    2.819999933242798 ,    3.390000104904175 ,   2.809999942779541 , 20.212769677453014   , -0.35461195817229874 ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    3.119999885559082 ,   2.7699999809265137,    3.150000095367432 ,   2.549999952316284 , "['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH', '🚀 SPIKE +20% [7d]']"                                                                                              , 0.00112
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-18      , Buy             ,    2.65,     356, 943         , "96,054"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023052/xslF345X05/rdgdoc.xml                 ,    2.5999999046325684,    2.650000095367432 ,   2.549999952316284 , 3.598771025416304e-06, -3.7735867050458767  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.5999999046325684,    2.7100000381469727,   2.5999999046325684, "['🎖️ President', '🐣 MICRO CAP', '📈 ABOVE CLOSE']"                                                                                                                                               , 5.2e-05
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-18      , Buy             ,    2.65,     774, "2,051"     , "314,590"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023052/xslF345X05/rdgdoc.xml                 ,    2.5999999046325684,    2.650000095367432 ,   2.549999952316284 , 3.598771025416304e-06, -3.7735867050458767  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.5999999046325684,    2.7100000381469727,   2.5999999046325684, "['🎖️ President', '🟢 SMALL TRADE', '🐣 MICRO CAP', '📈 ABOVE CLOSE']"                                                                                                                             , 0.000112
TPL   , HORIZON KINETICS ASSET MANAGEM  , 10% Owner                      , 2025-07-18      , Buy             , 1004.61,       1, "1,005"     , "1,163,956"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925023051/xslF345X05/rdgdoc.xml                ,  997.1099853515624   , 1004.7100219726562   , 907.8200073242188   , 0.00995629872848532  , -9.634583836093734   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      , 1063.8699951171875   , 958.75              , 1080.469970703125    , 958.75              , "['🔟 10% Owner', '🌳 LARGE CAP', '📉 DIP -5% [7d]']"                                                                                                                                              , 0.0
ASAN  , Moskovitz Dustin A.             , "President, CEO, & Chair"      , 2025-07-17      , Buy             ,   14.36,  222907, "3,200,298" , "53,505,999" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000154/xslF345X05/wk-form4_1753141220.xml   ,   14.40999984741211  ,   15.3100004196167   ,  14.460000038146973 , 6.615601807915737    , 0.6963790957310113   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   14.949999809265137 ,  13.69499969482422  ,   14.949999809265137 ,  13.470000267028809 , "['👑 CEO', '🟢 SMALL TRADE', '🌿 MID CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                                  , 0.000913
NEGG  , Galkin Vladimir                 , 10% Owner                      , 2025-07-17      , Buy             ,   29.68,  416799, "12,369,205", "3,194,576"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1474627/000137647425000644/xslF345X05/filing.xml                ,   31.790000915527344 ,   38.5               ,  25.489999771118164 , 29.71698113207547    , -14.117251445019663  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   56.0               ,  21.6299991607666   ,   56.0               ,  15.0               , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📉 DIP -10% [7d]']"                                     , 0.01625
LRHC  , LA ROSA JOSEPH                  , "CEO, interim CFO"             , 2025-07-17      , Buy             ,    7.64,   75000, "573,000"   , "180,272"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1879403/000121390025066217/xslF345X05/ownership.xml             ,    7.380000114440918 ,    8.899999618530273 ,   7.25              , 16.492141603799396   , -5.104712041884813   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    7.960000038146973 ,   6.599999904632568 ,   18.63999938964844  ,   6.400000095367432 , "['👑 CEO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📈 ABOVE CLOSE', '🚀 SPIKE +10% [7d]', '📉 DIP -5% [7d]']"                                            , 0.104424
SHEN  , "ECP ControlCo, LLC"            , 10% Owner                      , 2025-07-17      , Buy             ,   14.62,   30000, "438,711"   , "2,903,506"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020421/xslF345X05/ownership.xml              ,   14.729999542236328 ,   15.8100004196167   ,  14.65999984741211  , 8.139537753876198    , 0.27359676752469325  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.34000015258789  ,   15.84000015258789  ,  13.890000343322754 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.000531
ATRA  , Panacea Innovation Ltd          , 10% Owner                      , 2025-07-17      , Buy             ,    9.64,   19335, "186,372"   , "1,350,000"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1573160/000095017025097087/xslF345X05/ownership.xml             ,    9.710000038146973 ,   13.460000038146973 ,   9.776000022888184 , 39.626556412312986   , 1.410788619172023    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    9.621999740600586 ,   8.770000457763672 ,    9.621999740600586 ,   7.880000114440918 , "['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '🚀 SPIKE +20% [7d]']"                                                                                , 0.002322
SHEN  , "ECP Fiber Holdings GP, LLC"    , 10% Owner                      , 2025-07-17      , Buy             ,   14.62,   30000, "438,711"   , "2,903,506"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225020422/xslF345X05/ownership.xml              ,   14.729999542236328 ,   15.8100004196167   ,  14.65999984741211  , 8.139537753876198    , 0.27359676752469325  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.84000015258789  ,  14.34000015258789  ,   15.84000015258789  ,  13.890000343322754 , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                          , 0.000531
NHS   , Kocinski Chris                  , Portfolio Manager              , 2025-07-17      , Buy             ,    7.4 ,    6000, "44,397"    , "21,000"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1487610/000089843225000495/xslF345X05/form4.xml                 ,    7.420000076293945 ,    7.429999828338623 ,   7.349999904632568 , 0.4054030856570634   , -0.6756769644247567  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    7.590000152587891 ,   7.320000171661377 ,    7.630000114440918 ,   7.320000171661377 , "['📊 Portfolio Manager', '🟢 SMALL TRADE', '🐣 MICRO CAP']"                                                                                                                                       , 0.000195
UPXI  , Dugan Lawrence                  , Director                       , 2025-07-16      , Buy             ,    5.69,   11000, "62,600"    , "112,389"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1775194/000147793225005238/xslF345X05/form4.xml                 ,    7.260000228881836 ,   10.619999885559082 ,   6.25              , 86.64323173214554    , 9.841827768014053    , 10.619999885559082,  5.260000228881836,  86.64323173214554 , -7.557113727911502 ,                   ,                   ,                   ,                      ,    6.570000171661377 ,   3.930000066757202 ,    6.570000171661377 ,   2.7300000190734863, "['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 DIP -5% [14d]']"                    , 0.000198
UPXI  , Dugan Lawrence                  , Director                       , 2025-07-15      , Buy             ,    5.17,    1000, "5,170"     , "1,389"      , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1775194/000147793225005238/xslF345X05/form4.xml                 ,    5.199999809265137 ,   10.619999885559082 ,   5.300000190734863 , 105.41585852145228   , 2.514510459088266    , 10.619999885559082,  5.260000228881836, 105.41585852145228 , 1.7408168062250677 ,                   ,                   ,                   ,                      ,    6.570000171661377 ,   3.3499999046325684,    6.570000171661377 ,   2.5999999046325684, "['📋 Director', '🌱 SMALL CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]']"                                                                            , 1.6e-05
UPXI  , Salkind Gene                    , Director                       , 2025-07-11      , Buy             ,    4.94,   20243, "100,000"   , "385,370"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1592481/000147793225005338/xslF345X05/form4.xml                 ,    5.389999866485596 ,    9.130000114440918 ,   5.050000190734863 , 84.81781608179995    , 2.226724508802892    , 10.619999885559082,  5.050000190734863, 114.97975476840246 , 2.226724508802892  ,                   ,                   ,                   ,                      ,                      ,                     ,    5.150000095367432 ,   2.509999990463257 , "['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]']"                                                      , 0.000316
UPXI  , MARSHALL ALLAN                  , Chief Executive Officer        , 2025-07-11      , Buy             ,    4.94,  161943, "799,998"   , "1,046,261"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1279925/000147793225005236/xslF345X05/form4.xml                 ,    5.389999866485596 ,    9.130000114440918 ,   5.050000190734863 , 84.81781608179995    , 2.226724508802892    , 10.619999885559082,  5.050000190734863, 114.97975476840246 , 2.226724508802892  ,                   ,                   ,                   ,                      ,                      ,                     ,    5.150000095367432 ,   2.509999990463257 , "['👑 CEO', '💰 LARGE TRADE', '🌱 SMALL CAP', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]']"                                                           , 0.002529
LRHC  , LA ROSA JOSEPH                  , "CEO, interim CFO"             , 2025-07-07      , Buy             ,    7.64,   75000, "573,000"   , "180,272"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1879403/000121390025066217/xslF345X05/ownership.xml             ,    8.390000343322754 ,    9.399999618530272 ,   7.176000118255615 , 23.03664422160042    , -6.073296881471      ,  9.399999618530272,  6.599999904632568,  23.03664422160042 , -13.612566693290987,                   ,                   ,                   ,                      ,   18.63999938964844  ,   6.400000095367432 ,   18.63999938964844  ,   6.400000095367432 , "['👑 CEO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 DIP -5% [7d]', '📉 DIP -10% [14d]']", 0.104424
